220.915,0.0248317,
221.464,0.0257717,
221.958,0.0262354,
222.480,0.0271763,
222.974,0.0290737,
223.634,0.0304885,
224.210,0.0328614,
224.677,0.0366712,
225.282,0.0395212,
225.859,0.0428500,
226.298,0.0447490,
226.738,0.0485595,
227.122,0.0504601,
227.535,0.0533156,
228.057,0.0571239,
228.414,0.0599810,
228.799,0.0628373,
229.293,0.0642569,
229.540,0.0671171,
229.843,0.0699759,
230.063,0.0728369,
230.502,0.0756917,
230.777,0.0775954,
231.052,0.0814107,
231.299,0.0857047,
231.602,0.0890413,
231.849,0.0938131,
232.152,0.0981055,
232.482,0.103353,
232.784,0.108123,
233.142,0.113848,
233.499,0.119572,
233.802,0.125298,
234.104,0.131502,
234.517,0.138659,
234.902,0.146772,
235.232,0.153931,
235.562,0.161568,
235.920,0.167770,
236.305,0.175406,
236.608,0.183043,
236.856,0.192116,
237.131,0.202622,
237.517,0.211213,
237.710,0.218854,
237.903,0.228406,
238.206,0.238911,
238.454,0.248940,
238.592,0.258494,
238.812,0.267090,
238.951,0.278078,
239.171,0.286673,
239.392,0.295747,
239.448,0.306259,
239.641,0.313422,
239.751,0.320110,
239.916,0.324884,
239.944,0.331574,
240.192,0.339213,
240.413,0.347331,
240.523,0.355452,
241.073,0.363560,
241.266,0.369767,
241.651,0.376925,
241.734,0.385525,
242.009,0.391729,
242.230,0.398414,
242.450,0.407009,
242.671,0.418473,
242.946,0.428978,
243.249,0.439006,
243.497,0.448556,
243.746,0.460497,
243.857,0.475308,
243.996,0.491553,
244.217,0.506839,
244.383,0.519738,
244.549,0.533114,
244.715,0.554137,
244.881,0.563690,
245.102,0.574197,
245.212,0.582318,
245.212,0.582318,
245.323,0.594262,
245.434,0.606207,
245.600,0.616716,
245.766,0.626747,
246.041,0.634385,
246.289,0.641547,
246.619,0.649661,
246.977,0.655386,
247.060,0.665897,
247.171,0.675930,
247.419,0.684047,
247.612,0.693121,
247.805,0.703152,
247.998,0.713660,
248.301,0.725121,
248.714,0.738012,
249.072,0.749949,
249.376,0.762844,
249.734,0.774303,
249.872,0.788636,
250.011,0.799624,
250.122,0.811568,
250.178,0.826859,
250.399,0.838322,
250.620,0.852653,
250.731,0.871765,
250.760,0.884190,
250.871,0.894223,
250.954,0.908557,
251.065,0.920501,
251.204,0.937702,
251.233,0.951560,
251.454,0.966846,
251.702,0.979742,
251.841,0.989774,
252.006,0.994070,
252.308,0.992628,
252.444,0.984022,
252.636,0.976370,
252.937,0.969671,
253.183,0.961540,
253.430,0.954364,
253.539,0.949104,
253.924,0.949093,
254.309,0.954339,
254.611,0.955286,
254.940,0.951931,
255.104,0.943325,
255.213,0.933286,
255.459,0.923721,
255.650,0.915113,
255.815,0.910807,
256.035,0.917491,
256.118,0.927525,
256.367,0.940421,
256.533,0.953319,
256.726,0.962394,
256.836,0.970037,
256.947,0.980548,
257.195,0.989621,
257.306,1.00013,
257.444,1.01351,
257.556,1.03119,
257.667,1.04504,
257.778,1.06224,
257.890,1.08088,
258.029,1.09665,
258.140,1.11528,
258.388,1.12388,
258.608,1.12196,
258.689,1.11335,
258.853,1.10618,
258.935,1.09662,
258.962,1.08849,
259.043,1.07654,
259.096,1.06125,
259.150,1.04739,
259.204,1.03401,
259.257,1.01919,
259.338,1.00724,
259.364,0.992426,
259.390,0.974743,
259.389,0.959450,
259.442,0.942722,
259.496,0.928862,
259.549,0.916435,
259.630,0.903051,
259.739,0.889189,
259.930,0.874847,
259.901,0.861945,
259.955,0.850473,
260.091,0.838522,
260.255,0.830393,
260.501,0.819872,
260.665,0.807442,
260.718,0.790715,
260.909,0.774938,
261.018,0.763944,
261.373,0.743862,
261.427,0.733824,
261.480,0.722831,
261.590,0.716138,
261.616,0.707535,
261.670,0.698931,
261.861,0.684111,
262.135,0.672155,
262.325,0.656379,
262.516,0.642993,
262.653,0.633431,
262.899,0.628645,
263.256,0.627201,
263.641,0.628146,
263.943,0.631482,
264.191,0.638644,
264.220,0.652980,
264.468,0.664920,
264.607,0.680209,
264.800,0.695496,
264.911,0.705051,
265.076,0.708391,
265.350,0.702649,
265.459,0.694043,
265.540,0.684005,
265.649,0.672055,
265.703,0.659150,
265.784,0.645767,
265.920,0.632859,
265.919,0.619000,
266.027,0.603227,
266.108,0.592233,
266.135,0.579329,
266.161,0.564035,
266.269,0.549218,
266.350,0.536312,
266.431,0.518150,
266.457,0.501422,
266.593,0.486604,
266.646,0.469876,
266.727,0.456492,
266.781,0.443110,
266.834,0.427816,
266.915,0.414910,
267.051,0.401525,
267.105,0.386709,
267.158,0.370459,
267.294,0.353728,
267.403,0.343689,
267.429,0.331741,
267.621,0.323612,
267.701,0.301626,
267.726,0.280120,
267.861,0.251442,
268.051,0.231843,
268.105,0.217027,
268.214,0.210333,
268.240,0.197907,
268.431,0.186910,
268.623,0.180692,
268.732,0.168741,
268.786,0.159182,
268.950,0.153442,
269.169,0.144356,
269.415,0.137658,
269.634,0.127138,
269.825,0.118531,
270.099,0.108487,
270.345,0.0979662,
270.564,0.0874462,
270.947,0.0769215,
271.303,0.0668754,
271.796,0.0558697,
272.098,0.0486926,
272.592,0.0462889,
273.003,0.0429319,
273.442,0.0381403,
273.798,0.0328732,
274.155,0.0247388,
274.649,0.0213793,
275.390,0.0204023,
275.939,0.0189528,
276.598,0.0170224,
277.174,0.0179616,
277.833,0.0165090,
278.465,0.0174467,
279.069,0.0155178,
279.810,0.0159745,
280.386,0.0140463,
280.936,0.0159422,
